Región;Comuna;Establecimiento;Dirección
Region De Atacama;Copiapó;Centro de Salud Familiar Candelaria Rosario;
Region De Atacama;Copiapó;Centro de Salud Familiar Manuel Rodríguez;
Region De Atacama;Copiapó;Centro de Salud Familiar Paipote;
Region De Atacama;Tierra Amarilla;Centro de Salud Familiar Dr. Salvador Allende Gossens;
Region De Atacama;Chañaral;Centro de Salud Familiar Dr. Luis Herrera;
Region De Atacama;Diego de Almagro;Centro de Salud Familiar El Salvador;Calle Cobresal 2508
Region De Atacama;Vallenar;Centro de Salud Familiar Estación;
Region De Atacama;Freirina;Centro de Salud Familiar Freirina;
Region De Atacama;Vallenar;Centro de Salud Familiar Hermanos Carrera;
Region De Atacama;Vallenar;Centro de Salud Familiar Baquedano;
Region De Atacama;Vallenar;Centro de Salud Familiar Joan Crawford Astudillo;
Region De Atacama;Huasco;Centro de Salud Familiar Juan Verdaguer;
Region De Atacama;Copiapó;Centro de Salud Familiar Dr. Bernardo Mellibovsky;
Region De Atacama;Alto del Carmen;Centro de Salud Familiar Alto del Carmen;Calle Jerónimo Godoy 6
Region De Atacama;Tierra Amarilla;Posta de Salud Rural Los Loros;
Region De Atacama;Chañaral;Posta de Salud Rural El Salado de Chañaral;
Region De Atacama;Diego de Almagro;Posta de Salud Rural Inca de Oro;
Region De Atacama;Alto del Carmen;Posta de Salud Rural San Félix;
Region De Atacama;Alto del Carmen;Posta de Salud Rural El Tránsito;
Region De Atacama;Vallenar;Posta de Salud Rural Domeyko;
Region De Atacama;Alto del Carmen;Posta de Salud Rural Conay;
Region De Atacama;Vallenar;Posta de Salud Rural Hacienda Ventanas;
Region De Atacama;Freirina;Posta de Salud Rural Carrizalillo (Freirina);
Region De Atacama;Vallenar;Posta de Salud Rural Cachiyuyo;
Region De Atacama;Vallenar;Posta de Salud Rural Incahuasi;
Region De Atacama;Vallenar;Posta de Salud Rural Hacienda Compañía;
Region De Atacama;Huasco;Posta de Salud Rural Segundo Ponce;
Region De Atacama;Alto del Carmen;Posta de Salud Rural Las Breas (Alto del Carmen);
Region De Atacama;Huasco;Posta de Salud Rural Padre Mariano Avellana Lasierra;
Region De Atacama;Huasco;Posta de Salud Rural Jeremías Cortés;
Region De Atacama;Caldera;Centro Comunitario de Salud Familiar Orfelia Lavín;
Region De Atacama;Tierra Amarilla;Puesto de Atención Médica Especializada (Tierra Amarilla);
Region De Atacama;Diego de Almagro;Puesto de Atención Médica Especializada (Diego de Almagro);
Region De Atacama;Chañaral;Puesto de Atención Médica Especializada (Chañaral);
Region De Atacama;Vallenar;SAPU Baquedano;
Region De Atacama;Copiapó;SAPU Dr. Bernardo Mellibovsky;
Region De Atacama;Vallenar;SAPU Joan Crawford Astudillo;Avenida Los Escritores 1800
Region De Atacama;Copiapó;SAPU Paipote;
Region De Atacama;Caldera;SAPU Rosario Corvalán;
Region De Atacama;Copiapó;SAPU El Palomar;
Region De Atacama;Vallenar;Laboratorio Clínico Blanco;Calle Concepción 648
Region De Atacama;Vallenar;Laboratorio Clínico Bionet;Calle Alonso de Ercilla 629
Region De Atacama;Chañaral;Laboratorio Chañaral;
Region De Atacama;Vallenar;Laboratorio Clínico López;Calle San Ambrosio 536
Region De Atacama;Diego de Almagro;Centro de Diálisis Municipal Diego de Almagro;Calle Colón 701
Region De Atacama;Vallenar;Centro de Salud Mutual CChC Vallenar;Calle Serrano 471
Region De Atacama;Copiapó;Instituto de Rehabilitación Infantil TELETÓN (Atacama);Calle La Cruz, Población La Pradera 760
Region De Atacama;Copiapó;Laboratorio Clínico Blanco;Calle José Joaquín Vallejos 774
Region De Atacama;Copiapó;Centro Médico y Dental Copiapó IIIa Zona Carabineros Atacama;Avenida Copayapu 3302
Region De Atacama;Copiapó;Integramédica Copiapó;
Region de Coquimbo;Illapel;Centro de Salud Familiar Urbano de Illapel;Calle El Mirador 211
Region de Coquimbo;Ovalle;Centro Comunitario de Salud Familiar Colonia Limarí;Calle Francisco Barraza, Sector Pueblo Limarí 65
Region de Coquimbo;La Serena;Vacunatorio Ad Hominem;Calle Balmaceda 1015
Region de Coquimbo;Coquimbo;Centro Comunitario de Salud Familiar Punta Mira;Calle Dr. Ramón Gorroño León 2840
Region de Coquimbo;Ovalle;Centro Comunitario de Salud Familiar Los Copihues;
Region de Coquimbo;La Serena;Policlínico Universidad Pedro de Valdivia;Avenida Cuatro Esquinas 70
Region de Coquimbo;La Serena;Policlínico de Funcionarios de Gendarmería de Chile La Serena;Calle Las Rojas Poniente 1521
Region de Coquimbo;La Serena;Unidad de Salud del Establecimiento Penitenciario de La Serena;
Region de Coquimbo;Coquimbo;Centro de Salud IST Coquimbo;Avenida Alessandri 519
Region de Coquimbo;La Serena;Laboratorio Clínico Megasalud S.A.;Calle Huanhualí 186
Region de Coquimbo;Coquimbo;Centro de Salud Familiar El Sauce;Calle Los Olivos, Sector El Sauce 851
Region de Coquimbo;Coquimbo;Centro de Salud Familiar Rural Pan de Azúcar;
Region de Coquimbo;Salamanca;Laboratorio Clínico Astelab;Calle Irarrazabal 582
Region de Coquimbo;Ovalle;Laboratorio Clínico Bionet S.A;Calle Libertad 456
Region de Coquimbo;Ovalle;Laboratorio Clínico Medilab Ltda.;Calle Miguel Aguirre 280
Region de Coquimbo;Coquimbo;Laboratorio Clínico Arauco;Calle Dr. Marín 60
Region de Coquimbo;Coquimbo;Clínica Regional Coquimbo;
Region de Coquimbo;La Serena;Centro de Salud Familiar Cardenal Caro;
Region de Coquimbo;La Serena;Centro de Salud Familiar Las Compañías;
Region de Coquimbo;La Serena;Centro de Salud Familiar Pedro Aguirre Cerda;Calle Emilio Bello 918
Region de Coquimbo;Coquimbo;Centro de Salud Familiar San Juan;
Region de Coquimbo;Coquimbo;Centro de Salud Familiar Santa Cecilia;Calle Las Heras 1100
Region de Coquimbo;Coquimbo;Centro de Salud Familiar Tierras Blancas;Calle Linares 915
Region de Coquimbo;Paiguano;Centro de Salud Familiar Paihuano;
Region de Coquimbo;Monte Patria;Centro de Salud Familiar Monte Patria;Calle Poniu 80
Region de Coquimbo;Punitaqui;Centro de Salud Familiar Punitaqui;
Region de Coquimbo;Canela;Centro de Salud Familiar Canela;Calle Joel Muñoz 495
Region de Coquimbo;Río Hurtado;Centro de Salud Familiar Pichasca;
Region de Coquimbo;Monte Patria;Centro de Salud Familiar Chañaral Alto;
Region de Coquimbo;Monte Patria;Centro de Salud Familiar Carén;
Region de Coquimbo;La Serena;Centro de Salud Familiar Dr. Emilio Schaffhauser;
Region de Coquimbo;La Higuera;Centro de Salud Familiar La Higuera;
Region de Coquimbo;Ovalle;Centro de Salud Familiar Cerrillos de Tamaya;
Region de Coquimbo;Ovalle;Centro de Salud Familiar Jorge Jordán Domic;Calle Magallanes Moure 794
Region de Coquimbo;Monte Patria;Centro de Salud Familiar El Palqui;
Region de Coquimbo;La Serena;Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena;
Region de Coquimbo;Coquimbo;Centro de Salud Familiar Tongoy;Calle Fundición Norte 127
Region de Coquimbo;Ovalle;Centro de Salud Familiar Marcos Macuada;Calle Covarrubias 260
Region de Coquimbo;Coquimbo;Centro de Salud Familiar Dr. Sergio Aguilar Delgado;Avenida Alessandri 1035
Region de Coquimbo;Ovalle;Centro de Salud Familiar Sotaquí;
Region de Coquimbo;La Serena;Centro de Salud Familiar Juan Pablo II;Calle Isidora Campaña 3397
Region de Coquimbo;Illapel;Centro de Salud Familiar Villa San Rafael de Rozas;Calle Mario Ahumada 50
Region de Coquimbo;La Serena;Posta de Salud Rural Algarrobito;
Region de Coquimbo;La Serena;Posta de Salud Rural Las Rojas;
Region de Coquimbo;La Serena;Posta de Salud Rural El Romero;
Region de Coquimbo;Coquimbo;Posta de Salud Rural El Tangue;
Region de Coquimbo;Coquimbo;Posta de Salud Rural Guanaqueros;Avenida Guanaqueros 4850
Region de Coquimbo;Coquimbo;Posta de Salud Rural Pan de Azúcar;
Region de Coquimbo;Coquimbo;Posta de Salud Rural Tambillo;Calle Covadonga 22
Region de Coquimbo;Río Hurtado;Posta de Salud Rural El Chañar;
Region de Coquimbo;Río Hurtado;Posta de Salud Rural Hurtado;
Region de Coquimbo;Río Hurtado;Posta de Salud Rural Las Breas (Río Hurtado);
Region de Coquimbo;Río Hurtado;Posta de Salud Rural Samo Alto;
Region de Coquimbo;Río Hurtado;Posta de Salud Rural Serón;
Region de Coquimbo;Ovalle;Posta de Salud Rural Barraza;
Region de Coquimbo;Ovalle;Posta de Salud Rural Camarico (Ovalle);
Region de Coquimbo;Ovalle;Posta de Salud Rural Alcones Bajo;
Region de Coquimbo;Ovalle;Posta de Salud Rural Las Sossas;
Region de Coquimbo;Ovalle;Posta de Salud Rural Limarí;
Region de Coquimbo;Ovalle;Posta de Salud Rural Hornillos;
Region de Coquimbo;Monte Patria;Posta de Salud Rural Chilecito;
Region de Coquimbo;Monte Patria;Posta de Salud Rural Hacienda Valdivia;
Region de Coquimbo;Monte Patria;Posta de Salud Rural Huatulame;
Region de Coquimbo;Monte Patria;Posta de Salud Rural Mialqui;
Region de Coquimbo;Monte Patria;Posta de Salud Rural Pedregal;
Region de Coquimbo;Monte Patria;Posta de Salud Rural Rapel (Monte Patria);
Region de Coquimbo;Combarbalá;Posta de Salud Rural San Lorenzo (Combarbalá);
Region de Coquimbo;Combarbalá;Posta de Salud Rural San Marcos (Combarbalá);
Region de Coquimbo;Monte Patria;Posta de Salud Rural Tulahuén;
Region de Coquimbo;Monte Patria;Posta de Salud Rural El Maitén;
Region de Coquimbo;Ovalle;Posta de Salud Rural Chalinga;
Region de Coquimbo;Ovalle;Posta de Salud Rural Cerro Blanco;
Region de Coquimbo;Punitaqui;Posta de Salud Rural Divisadero;
Region de Coquimbo;Combarbalá;Posta de Salud Rural Manquehua;
Region de Coquimbo;Punitaqui;Posta de Salud Rural San Pedro de Quiles;
Region de Coquimbo;Illapel;Posta de Salud Rural Cárcamo;
Region de Coquimbo;Illapel;Posta de Salud Rural Huintil;
Region de Coquimbo;Illapel;Posta de Salud Rural Limáhuida;
Region de Coquimbo;Illapel;Posta de Salud Rural Matancilla;
Region de Coquimbo;Illapel;Posta de Salud Rural Peralillo Illapel;
Region de Coquimbo;Illapel;Posta de Salud Rural Santa Virginia;
Region de Coquimbo;Illapel;Posta de Salud Rural Tunga Norte;
Region de Coquimbo;Canela;Posta de Salud Rural Mincha Norte;
Region de Coquimbo;Canela;Posta de Salud Rural Agua Fría;
Region de Coquimbo;Salamanca;Posta de Salud Rural Cuncumén(Salamanca);
Region de Coquimbo;Salamanca;Posta de Salud Rural Tranquilla;
Region de Coquimbo;Salamanca;Posta de Salud Rural Cunlagua;
Region de Coquimbo;Salamanca;Posta de Salud Rural Chillepín;
Region de Coquimbo;Salamanca;Posta de Salud Rural Llimpo;
Region de Coquimbo;Salamanca;Posta de Salud Rural San Agustín (Salamanca);
Region de Coquimbo;Salamanca;Posta de Salud Rural Tahuinco;
Region de Coquimbo;Combarbalá;Posta de Salud Rural Barrancas;
Region de Coquimbo;Combarbalá;Posta de Salud Rural Cogotí 18;
Region de Coquimbo;Combarbalá;Posta de Salud Rural El Huacho;
Region de Coquimbo;Combarbalá;Posta de Salud Rural El Sauce (Combarbalá);
Region de Coquimbo;Combarbalá;Posta de Salud Rural Quilitapia;
Region de Coquimbo;Combarbalá;Posta de Salud Rural La Ligua;
Region de Coquimbo;Combarbalá;Posta de Salud Rural Ramadilla;
Region de Coquimbo;Combarbalá;Posta de Salud Rural Valle Hermoso;
Region de Coquimbo;Vicuña;Posta de Salud Rural Diaguitas;
Region de Coquimbo;Vicuña;Posta de Salud Rural El Molle;
Region de Coquimbo;Vicuña;Posta de Salud Rural El Tambo (Vicuña);
Region de Coquimbo;Vicuña;Posta de Salud Rural Huanta;Avenida Elqui 25
Region de Coquimbo;Vicuña;Posta de Salud Rural Peralillo Vicuña;
Region de Coquimbo;Vicuña;Posta de Salud Rural Rivadavia;Calle O'Higgins 46
Region de Coquimbo;Vicuña;Posta de Salud Rural Talcuna;
Region de Coquimbo;Vicuña;Posta de Salud Rural Chapilca;
Region de Coquimbo;Paiguano;Posta de Salud Rural Horcón (Paiguano);
Region de Coquimbo;Paiguano;Posta de Salud Rural Monte Grande;
Region de Coquimbo;Paiguano;Posta de Salud Rural Pisco Elqui;
Region de Coquimbo;Los Vilos;Posta de Salud Rural Caimanes;
Region de Coquimbo;Los Vilos;Posta de Salud Rural Guangualí;
Region de Coquimbo;Los Vilos;Posta de Salud Rural Quilimarí;
Region de Coquimbo;Los Vilos;Posta de Salud Rural Tilama;
Region de Coquimbo;Canela;Posta de Salud Rural Canela Alta;
Region de Coquimbo;Canela;Posta de Salud Rural Los Rulos;
Region de Coquimbo;Canela;Posta de Salud Rural Huentelauquén;
Region de Coquimbo;Illapel;Posta de Salud Rural Plan de Hornos;
Region de Coquimbo;Illapel;Posta de Salud Rural Tunga Sur;
Region de Coquimbo;Illapel;Posta de Salud Rural Cañas Uno;
Region de Coquimbo;Canela;Posta de Salud Rural Espíritu Santo;
Region de Coquimbo;Monte Patria;Posta de Salud Rural Ramadas de Tulahuén;
Region de Coquimbo;Combarbalá;Posta de Salud Rural El Durazno(Combarbalá);
Region de Coquimbo;Salamanca;Posta de Salud Rural Quelén Bajo;
Region de Coquimbo;Salamanca;Posta de Salud Rural Camisa;
Region de Coquimbo;Canela;Posta de Salud Rural Mincha Sur;
Region de Coquimbo;Illapel;Posta de Salud Rural Pintacura Sur;
Region de Coquimbo;Canela;Posta de Salud Rural Jabonería;
Region de Coquimbo;Canela;Posta de Salud Rural Quebrada Linares;
Region de Coquimbo;La Serena;Posta de Salud Rural Lambert;
Region de Coquimbo;La Higuera;Posta de Salud Rural Caleta Hornos;
Region de Coquimbo;Salamanca;Posta de Salud Rural Arboleda Grande;
Region de Coquimbo;Vicuña;Posta de Salud Rural Calingasta;Calle Miraflores 133
Region de Coquimbo;Río Hurtado;Posta de Salud Rural Tabaqueros;
Region de Coquimbo;Illapel;Posta de Salud Rural Socavón;
Region de Coquimbo;La Higuera;Posta de Salud Rural Los Choros;
Region de Coquimbo;La Higuera;Posta de Salud Rural El Trapiche;
Region de Coquimbo;Ovalle;Posta de Salud Rural Huamalata;
Region de Coquimbo;Punitaqui;Posta de Salud Rural El Parral de Quiles;
Region de Coquimbo;Vicuña;Posta de Salud Rural Gualliguaica;
Region de Coquimbo;Ovalle;Posta de Salud Rural Recoleta;
Region de Coquimbo;Los Vilos;Posta de Salud Rural Los Cóndores;
Region de Coquimbo;Coquimbo;COSAM Tierras Blancas (CESAM);Calle Linares 895
Region de Coquimbo;La Serena;Centro Comunitario de Salud Familiar Villa el Indio;
Region de Coquimbo;La Serena;Centro Comunitario de Salud Familiar Villa Alemania;Calle Antonio 2834
Region de Coquimbo;La Serena;Centro Comunitario de Salud Familiar Lambert;Pasaje Ernestina Aguirre 4270
Region de Coquimbo;Coquimbo;Centro Comunitario de Salud Familiar El Alba;Calle Luis Millares 2104
Region de Coquimbo;Ovalle;Centro Comunitario de Salud Familiar San José de la Dehesa;
Region de Coquimbo;Ovalle;Centro Comunitario de Salud Familiar Limarí;Calle Diaguitas 1328
Region de Coquimbo;La Serena;SAPU Las Compañías;
Region de Coquimbo;La Serena;SAPU Pedro Aguirre Cerda;Calle Emilio Bello 918
Region de Coquimbo;Coquimbo;SAPU San Juan;
Region de Coquimbo;Coquimbo;SAPU Santa Cecilia;Calle Las Heras 1100
Region de Coquimbo;Coquimbo;SAR Tierras Blancas;Calle Linares 915
Region de Coquimbo;Canela;SAPU Canela;Calle Joel Muñoz 495
Region de Coquimbo;Ovalle;SAPU Jorge Jordán Domic;Calle Magallanes Moure 794
Region de Coquimbo;La Serena;SAPU Raúl Silva Henríquez de La Serena;
Region de Coquimbo;Ovalle;SAPU Marcos Macuada;Calle Covarrubias 260
Region de Coquimbo;Coquimbo;SAPU Dr. Sergio Aguilar;Avenida Alessandri esquina Lenox 1035
Region de Coquimbo;La Serena;SAPU Cardenal Caro;
Region de Coquimbo;La Serena;SAPU Emilio Schaffhauser;
Region de Coquimbo;Coquimbo;Policlínico de la Asociación Chilena de Seguridad Coquimbo;Calle Profesor Zepeda 2
Region de Coquimbo;La Serena;Centro de Diálisis Clinidial Las Compañías;Calle Santo Domingo 1791
Region de Coquimbo;La Serena;Centro Comunitario de Salud Familiar Arcos de Pinamar;Calle Salvador Reyes esquina Brillador 2061
Region de Coquimbo;La Serena;Centro Médico y Dental La Serena IVa. Zona de Carabineros Coquimbo;Calle Cienfuegos 209
Region de Coquimbo;La Serena;SAPU Juan Pablo II;Calle Isidora Campaña 3397
Region de Coquimbo;Coquimbo;SAPU Tierras Blancas II;
Region de Coquimbo;La Serena;Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Coquimbo);Avenida Francisco de Aguirre 795
Region de Coquimbo;La Serena;PRAIS (S.S Coquimbo);Avenida Francisco de Aguirre 795
Region de Coquimbo;Monte Patria;Clínica Dental Móvil Triple. Pat. PW4100 (Monte Patria);Calle Balmaceda 110
Region de Coquimbo;La Serena;Hospital San Juan de Dios (La Serena);Calle Balmaceda 916
Region de Coquimbo;Coquimbo;Hospital San Pablo (Coquimbo);
Region de Coquimbo;Ovalle;Hospital Dr. Antonio Tirado Lanas (Ovalle);Calle Ariztía Poniente 7
Region de Coquimbo;Illapel;Hospital Dr. Humberto Elorza Cortés (Illapel);Calle Independencia 512
Region de Coquimbo;Salamanca;Hospital de Salamanca;Calle Matilde Salamanca 113
Region de Coquimbo;Combarbalá;Hospital San Juan de Dios (Combarbalá);Calle Comercio 650
Region de Coquimbo;Andacollo;Hospital Dr. José Arraño (Andacollo);Calle Urmeneta 2
Region de Coquimbo;Vicuña;Hospital San Juan de Dios (Vicuña);
Region de Coquimbo;Los Vilos;Hospital San Pedro (Los Vilos);Calle Arauco 400
Region de Coquimbo;La Serena;Centro de Salud Mutual CChC La Serena;Calle Huanhualí 186
Region de Coquimbo;La Serena;Policlínico del Trabajador AChS La Serena;Calle Balmaceda 947
Region de Coquimbo;Ovalle;Clínica del Trabajador de la AChS Ovalle;Calle Miguel Aguirre Perry 132
Region de Coquimbo;La Serena;Clínica Regional Elqui;Avenida El Santo 1475
Region de Coquimbo;La Serena;Centro Médico Integramédica La Serena;Calle Alberto Solari 1400
Region de Coquimbo;La Serena;Centro Médico y Dental Megasalud La Serena;Calle Huanhualí 186
Region de Coquimbo;La Serena;Laboratorio Clínico Dra. Gloria Canovas;Calle Eduardo de la Barra 260
Region de Coquimbo;La Serena;Policlínico Cruz Roja de La Serena;Calle Cienfuegos 470
Region de Coquimbo;Coquimbo;Centro de Salud Estudiantil - Universidad Católica del Norte;Calle Larrondo 1281
Region de Coquimbo;Illapel;Policlínico del Trabajador AChS Illapel;Calle Independencia 562
Region de Coquimbo;Coquimbo;Sociedad Emergencia Móvil Integral S.A.;
Region de Coquimbo;La Serena;Sociedad de Profesionales de Hemodiálisis Ltda.;Calle Juan Soldado 425
Region de Coquimbo;Coquimbo;Sociedad Propedia Ltda.;Calle Portales 311
Region de Coquimbo;La Serena;Vacunatorio La Serena;Calle Balmaceda 1015
Region de Coquimbo;La Serena;Compañía Minera del Pacífico S.A.;Calle Pedro Pablo Muñoz 675
