PK_NOMBRE_CENTRO;FK_COMUNA
Posta de Salud Rural Tubul;Arauco
Posta de Salud Rural Ramadillas;Arauco
Posta de Salud Rural Punta Lavapie;Arauco
Centro de Salud Familiar Laraquete;Arauco
Posta de Salud Rural Cayucupil;Canete
Centro Comunitario de Salud Familiar Antiquina;Canete
Posta de Salud Rural Antihuala;Los Alamos
Posta de Salud Rural Huentelolen;Canete
Posta de Salud Rural Quidico;Tirua
Posta de Salud Rural Ranquilhue;Tirua
Posta de Salud Rural Alto Quilantahue;Tirua
Posta de Salud Rural Casa de Piedra;Tirua
Posta de Salud Rural Llenquehue;Canete
Posta de Salud Rural Lloncao;Canete
Posta de Salud Rural Pocuno;Canete
Centro Comunitario de Salud Familiar Elicura;Contulmo
Posta de Salud Rural Mahuilque Bajo;Contulmo
Posta de Salud Rural Los Huapes de Aillahuampi;Contulmo
Posta de Salud Rural Huillinco;Contulmo
Centro de Salud Familiar Carampangue;Arauco
Posta de Salud Rural Las Puentes;Arauco
Posta de Salud Rural Yani;Arauco
Centro Medico Integramedica Bio Bio;Concepcion
Policlinico AChS Laja;Laja
Laboratorio Clinico MACROLAB;Concepcion
Policlinico AChS Cabrero;Cabrero
Policlinico Asociacion Chilena de Seguridad AChS Arauco;Arauco
Policlinico Asociacion Chilena de Seguridad AChS Canete;Canete
Centro Medico Kenal;Concepcion
Laboratorio Clinico Labomedic;Chiguayante
Posta de Salud Rural San Jose de Colico;Curanilahue
Posta de Salud Rural Santa Rosa (Lebu);Lebu
Posta de Salud Rural Llico (Arauco);Arauco
Posta de Salud Rural Ranquilco;Los Alamos
Posta de Salud Rural Pangueco (Canete);Canete
Posta de Salud Rural Primer Agua;Tirua
Posta de Salud Rural Loncotripai;Tirua
COSAM Curanilahue;Curanilahue
COSAM Lebu;Lebu
COSAM Canete;Canete
COSAM de Arauco;Arauco
Centro Comunitario de Salud Familiar Los Alamos;Los Alamos
Consultorio General Rural Tubul;Arauco
Centro Comunitario de Salud Familiar Quidico;Tirua
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Nuble);Chillan
PRAIS (S.S Nuble);Chillan
Clinica Dental Movil Triple. Pat. PW4105 (Chillan);Chillan
Hospital Clinico Herminda Martin (Chillan);Chillan
Hospital de San Carlos;San Carlos
Hospital Comunitario de Salud Familiar de Bulnes;Bulnes
Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay);Yungay
Hospital Comunitario de Salud Familiar de Quirihue;Quirihue
Hospital Comunitario de Salud Familiar de El Carmen;El Carmen
Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu;Coelemu
Consultorio de Salud AChS (Chillan);Chillan
Centro CONIN Chillan;Chillan
Clinica Las Amapolas;Chillan
Centro de Salud Mutual CChC Chillan;Chillan
Policlinico San Martin de Porres;Chillan
Clinica Chillan;Chillan
Departamento de Salud Estudiantil Universidad del Biobio Sede Chillan;Chillan
Consultorio de Salud Universidad de Concepcion;Chillan
Soc.Lab.cl. Arauco Ltda.;Chillan
Soc.Lab Clinico Biolab Ltda.;Chillan
Laboratorio Clinico Cinco de Abril;Chillan
Laboratorio Clinico Christian Gross Ltda.;Chillan
Sociedad Laboratorio Folch Ltda;Chillan
Laboratorio Clinico Someruno;Chillan
Sociedad Laboratorio Clinico Bioclin Ltda.;Chillan
Laboratorio Inmunomedica Ltda.;Chillan
Laboratorio Clinico Chillan Ltda.;Chillan
Laboratorio Clinico San Carlos Ltda.;Chillan
Megasalud Chillan;Chillan
Laboratorio Clinico Inmunomedica;Chillan
Laboratorio Clinico Someruno;Chillan
Laboratorio Clinico Cinco de Abril;Chillan
Centro de Salud Familiar Violeta Parra;Chillan
Centro de Salud Familiar San Ramon Nonato;Chillan
Centro de Salud Familiar Ultraestacion Dr. Raul San Martin Gonzalez;Chillan
Centro de Salud Familiar Isabel Riquelme;Chillan
Centro de Salud Familiar Portezuelo;Portezuelo
Centro de Salud Familiar Quillon;Quillon
Centro de Salud Familiar Cobquecura;Cobquecura
Centro de Salud Familiar San Ignacio;San Ignacio
Centro de Salud Familiar San Fabian;San Fabian
Centro de Salud Familiar Pemuco;Pemuco
Centro de Salud Familiar Dr. Jose Duran Trujillo;San Carlos
Centro de Salud Familiar San Nicolas;San Nicolas
Centro de Salud Familiar Niquen;Niquen
Centro de Salud Familiar Dr. David Benavente de Ninhue;Ninhue
Centro de Salud Familiar Campanario;Yungay
Centro de Salud Familiar Nipas;Ranquil
Centro de Salud Familiar Pinto;Pinto
Centro de Salud Familiar Coihueco;Coihueco
Centro de Salud Familiar Quiriquina;San Ignacio
Centro de Salud Familiar Quinchamali;Chillan
Centro de Salud Familiar Los Volcanes;Chillan
Centro de Salud Familiar Luis Montecinos;Coihueco
Centro de Salud Familiar Santa Clara;Bulnes
Centro de Salud Familiar Treguaco;Treguaco
Centro de Salud Familiar Dr. Federico Puga;Chillan Viejo
Centro de Salud Familiar Teresa Baldechi;San Carlos
Centro de Salud Familiar Sol de Oriente;Chillan
Centro de Salud Familiar Dra. Michelle Bachelet Jeria;Chillan Viejo
Posta de Salud Rural Talquipen;Coihueco
Posta de Salud Rural Bustamante;Coihueco
Posta de Salud Rural Capilla Cato;Chillan
Posta de Salud Rural Minas del Prado;Coihueco
Posta de Salud Rural Tanilvoro;Coihueco
Posta de Salud Rural Recinto;Pinto
Posta de Salud Rural Huape;Chillan
Posta de Salud Rural Rucapequen;Chillan Viejo
Posta de Salud Rural Nebuco;Chillan Viejo
Centro Comunitario de Salud Familiar Cachapoal;San Carlos
Posta de Salud Rural Rivera de Nuble;San Carlos
Posta de Salud Rural Chacay (Niquen);Niquen
Posta de Salud Rural Niquen;Niquen
Posta de Salud Rural Torrecillas;San Carlos
Posta de Salud Rural La Gloria;Niquen
Posta de Salud Rural Monte Blanco;San Carlos
SAPU Alcalde Leocan Portus;Talcahuano
SAPU Los Cerros;Talcahuano
SAPU Talcahuano Sur;Hualpen
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Biobio);Los Angeles
PRAIS (S.S Biobio);Los Angeles
Clinica Dental Movil Triple. Pat. UW9511 (Huepil);Tucapel
Clinica Dental Movil Triple. Pat. NW6995 (Santa Barbara);Santa Barbara
Clinica Dental Movil Triple. Pat. NW6996 (Yumbel);Yumbel
Complejo Asistencial Dr. Victor Rios Ruiz (Los Angeles);Los Angeles
Hospital Comunitario de Mulchen;Mulchen
Hospital Comunitario de Nacimiento;Nacimiento
Hospital Comunitario de Yumbel;Yumbel
Hospital Comunitario de Laja;Laja
Hospital Comunitario de Santa Barbara;Santa Barbara
Hospital Comunitario Dr. Roberto Munoz Urrutia de Huepil;Tucapel
Policlinico AChS Los angeles;Los Angeles
Centro CONIN Los Angeles;Los Angeles
Clinica Adventista;Los Angeles
Policlinico AChS Subregional Nacimiento;Nacimiento
Clinica Los Andes;Los Angeles
Hospital Mutual de Seguridad CChC Los Angeles;Los Angeles
Megasalud S.A. Centro Medico y Dental Los Angeles;Los Angeles
Laboratorio Clinico Central Kojchen y Compania Limitada;Los Angeles
Laboratorio Clinico Cordillera;Los Angeles
Laboratorio Clinico Biomec;Cabrero
Vacunatorio Buena Salud;Los Angeles
Centro de Salud Familiar Nororiente de Los Angeles;Los Angeles
Centro de Salud Familiar Santa Fe;Los Angeles
Centro de Salud Familiar Antuco;Antuco
Centro de Salud Familiar Monteaguila;Cabrero
Centro de Salud Familiar Lautaro Caceres Ramos;Cabrero
Centro de Salud Familiar Quilleco;Quilleco
Centro de Salud Familiar Yanequen;Negrete
Centro de Salud Familiar Dr. Carlos Echeverria Vejar;San Rosendo
Centro de Salud Familiar 2 Septiembre;Los Angeles
Centro de Salud Familiar Norte de Los Angeles;Los Angeles
Centro de Salud Familiar Paillihue;Los Angeles
Centro de Salud Familiar Ralco;Alto Biobio
Centro de Salud Familiar Yumbel Estacion;Yumbel
Centro de Salud Familiar Canteras Villa Mercedes;Quilleco
Centro de Salud Familiar Nuevo Horizonte;Los Angeles
Consultorio General Rural Quilaco;Quilaco
Posta de Salud Rural Millantu;Los Angeles
Posta de Salud Rural Chacayal Norte;Los Angeles
Posta de Salud Rural El Durazno ( Los Angeles);Los Angeles
Posta de Salud Rural Los Molinos;Los Angeles
Posta de Salud Rural Llano Blanco;Los Angeles
Posta de Salud Rural Los Troncos;Los Angeles
Centro Comunitario de Salud Familiar El Peral;Los Angeles
Posta de Salud Rural San Carlos;Los Angeles
Posta de Salud Rural Mesamavida;Los Angeles
Posta de Salud Rural San Gerardo;Los Angeles
Posta de Salud Rural Dicahue;Los Angeles
Posta de Salud Rural Salto del Laja;Los Angeles
Posta de Salud Rural Los Robles (Los Angeles);Los Angeles
Posta de Salud Rural Alborada;Los Angeles
Posta de Salud Rural Los Canelos (Antuco);Antuco
Posta de Salud Rural El Cisne;Mulchen
Posta de Salud Rural Tierras Libres;Mulchen
Posta de Salud Rural Santa Adriana;Mulchen
Posta de Salud Rural La Colonia;Laja
Posta de Salud Rural Santa Elena (Laja);Laja
Posta de Salud Rural Puente Perales;Laja
Posta de Salud Rural Dollinco (Nacimiento);Nacimiento
Posta de Salud Rural Culenco;Nacimiento
Posta de Salud Rural Choroico (Nacimiento);Nacimiento
Posta de Salud Rural Coigue;Negrete
Posta de Salud Rural Millapoa;Nacimiento
Posta de Salud Rural Carrizal;Nacimiento
Posta de Salud Rural San Roque;Nacimiento
Posta de Salud Rural Rihue;Negrete
Posta de Salud Rural Rucamanqui;Tucapel
Posta de Salud Rural Rucalhue;Quilaco
Posta de Salud Rural Loncopangue;Quilaco
Posta de Salud Rural Campamento;Quilaco
Posta de Salud Rural Tinajon;Quilleco
Posta de Salud Rural Turquia;San Rosendo
Posta de Salud Rural Quilaco;Quilaco
Posta de Salud Rural Piniquihue;Quilaco
Posta de Salud Rural Pitril;Alto Biobio
Posta de Salud Rural Villucura;Santa Barbara
Posta de Salud Rural El Huachi;Santa Barbara
Posta de Salud Rural Callaqui;Alto Biobio
Posta de Salud Rural Trapa Trapa;Alto Biobio
Posta de Salud Rural Los Boldos;Santa Barbara
Posta de Salud Rural Ralco Lepoy;Alto Biobio
Posta de Salud Rural Malla Malla;Alto Biobio
Posta de Salud Rural Malla Palmucho;Alto Biobio
Posta de Salud Rural La Aguada;Yumbel
Posta de Salud Rural Rere;Yumbel
Posta de Salud Rural Tomeco;Yumbel
Posta de Salud Rural Rio Claro;Yumbel
Posta de Salud Rural Chillancito;Cabrero
Posta de Salud Rural Charrua;Cabrero
Posta de Salud Rural Colicheo;Cabrero
Consultorio General Rural Tucapel;Tucapel
Posta de Salud Rural Trupan;Tucapel
Posta de Salud Rural Polcura;Tucapel
Posta de Salud Rural Quinel;Cabrero
Posta de Salud Rural Rio Pardo;Quilleco
Posta de Salud Rural Canicura;Quilleco
Posta de Salud Rural Caunicu;Alto Biobio
Posta de Salud Rural Manihual;Mulchen
Posta de Salud Rural Rapelco;Mulchen
Posta de Salud Rural Chacayal Sur;Los Angeles
Posta de Salud Rural Virquenco;Los Angeles
Posta de Salud Rural Los Junquillos;Santa Barbara
Posta de Salud Rural Alhuelemu;Mulchen
Posta de Salud Rural Butalelbum;Alto Biobio
Posta de Salud Rural El Castillo;Santa Barbara
Posta de Salud Rural Canchillas;Yumbel
Centro Comunitario de Salud Familiar Galvarino;Los Angeles
Centro Comunitario de Salud Familiar Mulchen;Mulchen
Centro Comunitario de Salud Familiar Julio Hemmelmann;Nacimiento
Centro Comunitario de Salud Familiar Lautaro;Nacimiento
Centro Comunitario de Salud Familiar Los Pioneros;Los Angeles
Centro Comunitario de Salud Familiar Villa Los Rios;Los Angeles
Centro Comunitario de Salud Familiar Los Carrera;Los Angeles
Centro Comunitario de Salud Familiar Las Azaleas;Los Angeles
SAR Cabrero;Cabrero
SAPU Paillihue;Los Angeles
SAR Norte;Los Angeles
Posta de Salud Rural Purgatorio;Santa Juana
Posta de Salud Rural Granerillos;Florida
Posta de Salud Rural Cancha Los Monteros;Florida
Posta de Salud Rural Roa;Florida
Posta de Salud Rural Patagual;Coronel
Clinica Universitaria San Pedro de la Paz;San Pedro de la Paz
Laboratorio Clinico Hasiles;Concepcion
Laboratorio Dipreca;Concepcion
Laboratorio Clinico Seres Ltda.;Concepcion
Laboratorio Clinico Lincoyan;Concepcion
Laboratorio Clinico Dr. Raul Campos y Cia. Ltda.;Concepcion
Laboratorio Clinico Dr. Gustavo Torrejon Sanhueza y Cia. Ltda.;Concepcion
Laboratorio Clinico Tecnimed Ltda.;Concepcion
Laboratorio Clinico Dimet Ltda.;Concepcion
Laboratorio Clinico Diagonal;Concepcion
Laboratorio Clinico Castellon;Concepcion
Laboratorio Clinico Inmunomedica Ltda.;Concepcion
Laboratorio Clinico C.D.S;Concepcion
Laboratorio Clinico Schwerter;Concepcion
Laboratorio Clinico Labotem;Chiguayante
Laboratorio Clinico Diagnomed;Concepcion
Laboratorio Clinico de Exploracion Renal;Concepcion
Instituto de Rehabilitacion Infantil TELETON (Concepcion);San Pedro de la Paz
Policlinico de la Asociacion Chilena de Seguridad Coronel;Coronel
Hospital de Centro de Cumplimiento Penitenciario Biobio;Concepcion
Laboratorio Clinico Dr. Fructuoso Biel y Cia Ltda.;Concepcion
Laboratorio Clinico IMEDIM;Concepcion
Centro medico radiologico concepcion limitada.;Concepcion
Laboratorio de Especialidades Medicas EMSA S.A;Concepcion
COSAM de Coronel;Coronel
COSAM Comunitaria Lota;Lota
Centro de Salud Familiar Villa Nonguen (Organizaciones sin fines de lucro y ONG);Concepcion
Centro Comunitario de Salud Familiar Copiulemu;Florida
Centro Comunitario de Salud Familiar Puerto Sur Isla Sta. Maria;Coronel
Centro Comunitario de Salud Familiar Colcura;Lota
Centro Comunitario de Salud Familiar Boca Sur;San Pedro de la Paz
Centro Comunitario de Salud Familiar Lagunillas;Coronel
Centro Comunitario de Salud Familiar Escuadron;Coronel
Centro Comunitario de Salud Familiar Hualqui;Hualqui
SAPU Boca Sur;San Pedro de la Paz
SAR Tucapel;Concepcion
SAR Chiguayante;Chiguayante
SAR San Pedro;San Pedro de la Paz
SAPU Lorenzo Arenas;Concepcion
SAPU Juan Soto Fernandez;Concepcion
SAPU Lagunillas;Coronel
SAPU Yobilo;Coronel
SAPU Leonera;Chiguayante
SAPU Santa Sabina;Concepcion
SAPU Loma Colorada;San Pedro de la Paz
SAPU Hualqui;Hualqui
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Talcahuano);Talcahuano
PRAIS (S.S Talcahuano);Talcahuano
Hospital Las Higueras (Talcahuano);Talcahuano
Hospital de Tome;Tome
Hospital Penco;Penco
Hospital Instituto de Seguridad del Trabajo Talcahuano;Talcahuano
Policlinico de Atencion Medica CAP ACERO ACHS Talcahuano;Talcahuano
Hospital Naval Almirante Adriazola;Talcahuano
Clinica Bio Bio;Talcahuano
Clinica Universitaria de Concepcion;Hualpen
Clinica de Atencion Ambulatoria Mutual de Seguridad CChC Hualpen;Hualpen
Laboratorio Clinico YUEN;Talcahuano
Laboratorio Clinico ITAMED;Penco
Policlinico de Atencion Medica CAP;Hualpen
Policlinico de la Asociacion Chilena de Seguridad Talcahuano;Talcahuano
Laboratorio Clinico Bio;Canete
Laboratorio Clinico San Pedro;Canete
Centro de Salud Familiar Hualpencillo;Hualpen
Centro de Salud Familiar San Vicente;Talcahuano
Centro de Salud Familiar Alcalde Leocan Portus;Talcahuano
Centro de Salud Familiar Penco;Penco
Centro de Salud Familiar Dr. Alberto Reyes;Tome
Centro de Salud Familiar Bellavista;Tome
Centro de Salud Familiar Paulina Avendano Pereda;Talcahuano
Centro de Salud Familiar Los Cerros;Talcahuano
Centro de Salud Familiar Talcahuano Sur;Hualpen
Centro de Salud Familiar La Floresta;Hualpen
Centro de Salud Familiar Lirquen;Penco
Posta de Salud Rural Tumbes;Talcahuano
Posta de Salud Rural Rafael;Tome
Centro de Salud Familiar Dichato;Tome
Posta de Salud Rural Menque;Tome
Posta de Salud Rural Coliumo;Tome
COSAM Hualpen;Hualpen
Centro Comunitario de Salud Familiar Espana;Hualpen
Centro Comunitario de Salud Familiar 8 de Mayo;Talcahuano
Centro Comunitario de Salud Familiar Cosmito;Penco
Centro Comunitario de Salud Familiar Los Forjadores;Penco
Centro Comunitario de Salud Familiar Esmeralda;Talcahuano
Centro Comunitario de Salud Familiar Rene Schneider;Hualpen
Centro Comunitario de Salud Familiar Llafkelen;Hualpen
Centro Comunitario de Salud Familiar El Santo Esfuerzo de Todos;Tome
Centro Comunitario de Salud Familiar Leocan Portus Govinden;Hualpen
Centro Comunitario de Salud Familiar Libertad Gaete;Talcahuano
Centro Comunitario de Salud Familiar Los Lobos la Gloria;Talcahuano
SAR Hualpencillo;Hualpen
SAR San Vicente;Talcahuano
SAPU Paulina Avendano Pereda;Talcahuano
SAR Penco;Penco
SAR Dr. Alberto Reyes;Tome
SAR Entre Rios;Los Angeles
Policlinico ACHS Curanilahue;Curanilahue
Clinica Dental CMPC Maderas S.A.;Nacimiento
Consultorio Santa Maria Josefa;Chillan
Centro de Vacunacion y Servcio de Enfermeria SpA;Concepcion
Centro Medico Medisan;Concepcion
Centro Comunitario de Salud Familiar Cerro Estanque;Tome
Centro Comunitario de Salud Familiar Cabrero;Cabrero
Centro Comunitario de Salud Familiar Santa Barbara;Santa Barbara
Centro Comunitario de Salud Familiar Dona Isabel;Chillan
Centro Comunitario de Salud Familiar Laja;Laja
Centro Comunitario de Salud Familiar Punta de Parra;Tome
Centro Comunitario de Salud Familiar Parque Central;Hualpen
Centro Comunitario de Salud Familiar Villa Centinela;Talcahuano
Centro Comunitario de Salud Familiar Rios de Chile;Penco
Centro de Referencia de Salud Municipal;Concepcion
Centro Diurno para Personas con Demencia;Hualpen
Centro Comunitario de Salud Familiar Boca Sur Viejo;San Pedro de la Paz
Laboratorio Clinico Novalab Chile;Concepcion
Centro de Salud Familiar Entre Rios;Los Angeles
Posta de Salud Rural Las Raices;Bulnes
Centro Comunitario de Salud Familiar Tres Esquinas;Bulnes
Posta de Salud Rural Nueva Aldea;Ranquil
Posta de Salud Rural Cartago;Pemuco
Posta de Salud Rural Gral. Cruz;Pemuco
Posta de Salud Rural El Sauce (Ninhue);Ninhue
Posta de Salud Rural Los Remates;Quirihue
Posta de Salud Rural Trehualemu;El Carmen
Posta de Salud Rural Pedregal de Zapallar;El Carmen
Posta de Salud Rural San Vicente (El Carmen);El Carmen
Posta de Salud Rural Huemul;El Carmen
Posta de Salud Rural Ranguelmo;Coelemu
Posta de Salud Rural Guarilihue;Coelemu
Posta de Salud Rural Boca Itata;Treguaco
Posta de Salud Rural Denecan;Treguaco
Posta de Salud Rural Vegas de Itata;Coelemu
Posta de Salud Rural Minas de Leuque;Treguaco
Posta de Salud Rural Cucha Cox;Portezuelo
Posta de Salud Rural Liucura Alto;Quillon
Posta de Salud Rural Juan Enrique Mora;Quillon
Posta de Salud Rural Casino;Quillon
Posta de Salud Rural Buchupureo;Cobquecura
Posta de Salud Rural Colmuyao;Cobquecura
Posta de Salud Rural El Calvario;San Ignacio
Consultorio General Rural de Pueblo Seco;San Ignacio
Posta de Salud Rural Capilla Norte;El Carmen
Posta de Salud Rural San Antonio (Yungay);Yungay
Posta de Salud Rural Capellania;Portezuelo
Posta de Salud Rural Toquihua;San Carlos
Posta de Salud Rural Arizona;San Carlos
Posta de Salud Rural El Rincon;Ninhue
Posta de Salud Rural Zemita;Niquen
Posta de Salud Rural San Ignacio Palomares;Ranquil
Posta de Salud Rural El Caracol;San Fabian
Posta de Salud Rural Belen (Niquen);Niquen
Posta de Salud Rural Ciruelito;Pinto
Posta de Salud Rural Trabuncura;San Fabian
Posta de Salud Rural Puente Nuble;San Nicolas
Posta de Salud Rural Chancal;Quillon
Posta de Salud Rural Capilla Sur;El Carmen
Posta de Salud Rural Agua Santa;El Carmen
Posta de Salud Rural Castanal;El Carmen
Posta de Salud Rural Las Hormigas;El Carmen
Posta de Salud Rural Chamizal;El Carmen
COSAM Chillan;Chillan
COSAM San Carlos;San Carlos
Centro Comunitario de Salud Familiar Padre Hurtado;Chillan
Centro Comunitario de Salud Familiar El Roble;Chillan
Centro Comunitario de Salud Familiar El Casino;Quillon
Centro Comunitario de Salud Familiar Valle Hondo;San Carlos
Centro Comunitario de Salud Familiar Los Alpes;Chillan
SAR Violeta Parra;Chillan
SAPU San Ramon de Nonato;Chillan
SAPU Ultraestacion;Chillan
SAPU Jose Duran Trujillo;San Carlos
SAPU Los Volcanes;Chillan
SAPU Dr. Federico Puga;Chillan Viejo
Actividades gestionadas por la Direccion del Servicio para apoyo de la Red (S.S de Concepcion);Concepcion
PRAIS (S.S Concepcion);Concepcion
Hospital Clinico Regional Dr. Guillermo Grant Benavente (Concepcion);Concepcion
Hospital Traumatologico (Concepcion);Concepcion
Hospital San Jose (Coronel);Coronel
Hospital de Lota;Lota
Hospital Clorinda Avello (Santa Juana);Santa Juana
Hospital San Agustin de Florida;Florida
Centro de Especialidades de Medicina Transfusional;Concepcion
Hospital Clinico del Sur S.A.;Concepcion
Clinica de la Mujer Sanatorio Aleman;Concepcion
Clinica de La Mujer (Concepcion);Concepcion
Centro Clinico Militar de Concepcion;Concepcion
Centro CONIN Concepcion;Concepcion
Servicios Clinicos Neuropsiquiatricos y Geriatricos R y G Limitada;Concepcion
Centro Penitenciario;Concepcion
Laboratorio Bionet (Concepcion);Concepcion
Laboratorio Tenmedica;Concepcion
Policlinico Agencia Concepcion de la Asociacion Chilena de Seguridad;Concepcion
Clinica Ambulatoria Sanatorio Aleman San Pedro;San Pedro de la Paz
Centro Integramedica del Trebol;Talcahuano
Megasalud S.A. Centro Medico y Dental Concepcion;Concepcion
Vacunatorio Concepcion;Concepcion
Vacunatorio San Pedro de la Paz;San Pedro de la Paz
Centro Medico Inmunomedica;Concepcion
Centro y Medico Dental VIII Zona de Carabineros (Del Biobio);Concepcion
Vacunatorio El Salvador;Concepcion
Kinewen Ltda.;Concepcion
Vacunatorio Endodent;San Pedro de la Paz
Departamento de Salud Estudiantil Universidad del Biobio Campus Concepcion;Concepcion
Vacunatorio Israel;Concepcion
Centro de Salud Familiar Pinares;Chiguayante
Centro de Salud Familiar Boca Sur;San Pedro de la Paz
Centro de Salud Familiar Pedro de Valdivia;Concepcion
Centro de Salud Familiar O'Higgins;Concepcion
Centro de Salud Familiar Victor Manuel Fernandez;Concepcion
Centro de Salud Familiar Tucapel;Concepcion
Centro de Salud Familiar Chiguayante;Chiguayante
Centro de Salud Familiar San Pedro de La Paz Candelaria;San Pedro de la Paz
Centro de Salud Familiar Lorenzo Arenas;Concepcion
Centro de Salud Familiar Juan Soto Fernandez;Concepcion
Centro de Salud Familiar Carlos Pinto Fierro;Coronel
Centro de Salud Familiar Lagunillas;Coronel
Centro de Salud Familiar Yobilo;Coronel
Centro de Salud Familiar La Leonera;Chiguayante
Centro de Salud Familiar Dr. Sergio Lagos Olave (ex Nº 4 Lota Bajo);Lota
Centro de Salud Familiar Santa Sabina;Concepcion
Centro de Salud Familiar Lomas Coloradas;San Pedro de la Paz
Centro de Salud Familiar San Pedro de La Costa;San Pedro de la Paz
Centro de Salud Familiar Dr. Juan Cartes Arias;Lota
Centro de Salud Familiar Hualqui;Hualqui
Posta de Salud Rural Copiulemu;Florida
Posta de Salud Rural Manco;Florida
Posta de Salud Rural Puerto Sur Isla Sta. Maria;Coronel
Posta de Salud Rural Puerto Norte Isla Sta. Maria;Coronel
Posta de Salud Rural Talcamavida;Hualqui
Posta de Salud Rural Quilacoya;Hualqui
Posta de Salud Rural La Generala;Santa Juana
Posta de Salud Rural Colico Alto;Santa Juana
Posta de Salud Rural Tanahuillin;Santa Juana
Posta de Salud Rural Chacay (Santa Juana);Santa Juana
Posta de Salud Rural Torre Dorada;Santa Juana
Centro Comunitario de Salud Familiar El Alto;Nueva Imperial
Laboratorio Clinico Megasalud Temuco;Temuco
Centro Comunitario de Salud Familiar Santa Monica;Collipulli
Laboratorio Clinico Cegnos;Temuco
Laboratorio Clinico UC Temuco;Temuco
Instituto de Rehabilitacion Infantil TELETON (Temuco);Temuco
Centro de Dialisis Nephrocare Padre Las Casas;Padre Las Casas
Unidad de Imagenologia Sorema del Sur;Temuco
Unidad de Imagenologia Scanner Temuco;Temuco
SAR Lautaro;Lautaro
Radiosur;Angol
Centro Comunitario de Salud Familiar Pucon Oriente;Pucon
Centro Comunitario de Salud Familiar Nancul;Villarrica
Centro Medico Alta Imagen;Angol
Laboratorio IMEX Limitada - Sala Externa de toma de muestra;Villarrica
Posta de Salud Rural Truf Truf;Padre Las Casas
Posta de Salud Rural Pedregoso (Cunco);Cunco
Posta de Salud Rural Conoco;Temuco
Posta de Salud Rural El Temo;Saavedra
Posta de Salud Rural Quillem;Perquenco
Posta de Salud Rural Rehuecoyan;Perquenco
Posta de Salud Rural Pitraco;Perquenco
Posta de Salud Rural Coihueco (Lautaro);Lautaro
Centro Comunitario de Salud Familiar Pillanlelbun;Lautaro
Posta de Salud Rural Muco Chureo;Lautaro
Posta de Salud Rural Dollinco (Lautaro);Lautaro
Posta de Salud Rural Colonia Lautaro;Lautaro
Posta de Salud Rural Pumalal;Lautaro
Posta de Salud Rural Blanco Lepin;Lautaro
Posta de Salud Rural Nereco;Lautaro
Posta de Salud Rural Vega Redonda;Vilcun
Posta de Salud Rural Cuel Nielol;Galvarino
Posta de Salud Rural Rapa;Galvarino
Posta de Salud Rural Nilpe;Galvarino
Posta de Salud Rural Ailinco;Galvarino
Posta de Salud Rural Repocura;Galvarino
Posta de Salud Rural Fortin Nielol;Galvarino
Posta de Salud Rural Santa Carolina;Galvarino
Posta de Salud Rural Rucatraro;Galvarino
Centro Comunitario de Salud Familiar Cherquenco;Vilcun
Posta de Salud Rural San Patricio;Vilcun
Posta de Salud Rural General Lopez;Vilcun
Posta de Salud Rural Codinhue;Vilcun
Posta de Salud Rural Quintrilpe;Vilcun
Posta de Salud Rural Polul Coicoma;Pitrufquen
Posta de Salud Rural Las Hortensias;Cunco
Posta de Salud Rural Villa Garcia;Cunco
Posta de Salud Rural Leufuche;Cunco
Posta de Salud Rural Quecheregue;Cunco
Posta de Salud Rural Agua Tendida;Carahue
Posta de Salud Rural Huamaqui;Cholchol
Posta de Salud Rural Huentelar;Cholchol
Posta de Salud Rural Manio Ducanan;Nueva Imperial
Posta de Salud Rural Chivilcoyan;Nueva Imperial
Posta de Salud Rural Bochoco;Nueva Imperial
Posta de Salud Rural Queupue;Nueva Imperial
Posta de Salud Rural Alto Boroa;Nueva Imperial
Posta de Salud Rural Rulo;Nueva Imperial
Posta de Salud Rural Huilio;Freire
Posta de Salud Rural Pto. Dominguez;Saavedra
Posta de Salud Rural Tranapuente;Carahue
Posta de Salud Rural La Cabana;Carahue
Posta de Salud Rural Alto Yupehue;Carahue
Posta de Salud Rural Santa Celia;Carahue
Posta de Salud Rural Puyangue;Carahue
Posta de Salud Rural Los Placeres;Carahue
Posta de Salud Rural Coi Coi;Carahue
Posta de Salud Rural La Sierra;Saavedra
Posta de Salud Rural El Manzano (Carahue);Carahue
Posta de Salud Rural Miramar;Nueva Imperial
Posta de Salud Rural Catripulli ( Carahue);Carahue
Posta de Salud Rural Matte y Sanchez;Carahue
Posta de Salud Rural Huenalihuen;Carahue
Posta de Salud Rural Loncoyamo;Carahue
Posta de Salud Rural Nehuentue;Carahue
Posta de Salud Rural Puaucho(Saavedra);Saavedra
Posta de Salud Rural Quifo;Saavedra
Posta de Salud Rural Ranco;Saavedra
Posta de Salud Rural Perquinan;Saavedra
Posta de Salud Rural Romopulli;Saavedra
Posta de Salud Rural Piedra Alta;Saavedra
Posta de Salud Rural Deume;Saavedra
Posta de Salud Rural Huapi;Saavedra
Posta de Salud Rural Cheucan;Saavedra
